coin,initial_buy_price,initial_buy_cost,out_price,estimated_cost,profit
AVAXUSDT,70.29,0.07029,70.59,70.43088,0.1591200000000014
UNIDOWNUSDT,3.939,0.003939,3.963,3.946902,0.0160979999999999
BADGERUSDT,22.26,0.02226,22.34,22.3046,0.0353999999999992
ATOMUSDT,39.52,0.03952,39.63,39.59915,0.0308500000000009
DOTUPUSDT,11.766,0.011766,11.819,11.789585,0.0294150000000001
FARMUSDT,206.6,0.2066,207.4,207.014,0.3860000000000241
AVAXUSDT,70.29,0.07029,70.56000000,70.43085,0.12914999999999566
UNIDOWNUSDT,3.939,0.003939,3.99100000,3.94693,0.044070000000000054
NEARUSDT,8.96,0.00896,8.99300000,8.977953000000001,0.015046999999999144
BTCSTUSDT,19.07,0.01907,19.15000000,19.10822,0.04177999999999926
BADGERUSDT,22.26,0.02226,22.32000000,22.30458,0.015419999999998879
FARMUSDT,206.6,0.2066,207.20000000,207.0138,0.18619999999998527
ETHDOWNUSDT,1.416,0.001416,1.42900000,1.418845,0.010155000000000136
TRXDOWNUSDT,10.708,0.010708,10.74400000,10.729452,0.014547999999999561
UMAUSDT,11.377,0.011377,11.41400000,11.399791,0.01420899999999925
DEXEUSDT,13.58,0.01358,13.65000000,13.60723,0.04277000000000086
XVSUSDT,31.9,0.0319,32.02000000,31.963919999999998,0.056080000000005015
UMAUSDT,11.377,0.011377,11.37900000,11.363719999999999,0.015280000000000626
SNXUSDT,12.557,0.012557,12.59900000,12.582156000000001,0.01684399999999897
QNTUSDT,359.0,0.359,359.90000000,359.7189,0.18109999999995807
MTLUSDT,3.684,0.003684,3.70500000,3.691389,0.01361100000000004
BTCSTUSDT,19.07,0.01907,19.12000000,19.08817,0.03182999999999936
ZENUSDT,94.79,0.09479,94.99000000,94.97978,0.010219999999989682
DCRUSDT,141.2,0.1412,141.60000000,141.4828,0.11719999999999686
LUNAUSDT,35.66,0.03566,35.76000000,35.73142,0.02857999999999805
SRMUSDT,10.443,0.010443,10.47400000,10.463917,0.010082999999999842
LINKUSDT,28.46,0.02846,28.53000000,28.51699,0.013010000000001298
FISUSDT,1.8878,0.0018878,1.90160000,1.8915894,0.01001059999999998
XTZUSDT,6.421,0.006421,6.44600000,6.433867,0.012132999999999505
QUICKUSDT,472.6,0.4726,473.60000000,473.5462,0.05380000000002383
LINKUPUSDT,2.1536,0.0021536,2.16820000,2.1579218,0.010278200000000126
DOTUPUSDT,11.766,0.011766,11.80000000,11.789566,0.010434000000000054
XLMDOWNUSDT,8.49,0.00849,8.54000000,8.50703,0.032969999999998834
YFIIUSDT,4793.0,4.793,4803.00000000,4802.596,0.4040000000004511
BARUSDT,18.12,0.01812,18.17000000,18.156290000000002,0.013709999999999667
SNXUSDT,12.557,0.012557,12.59300000,12.581149,0.011851000000000056
MLNUSDT,121.7,0.1217,122.00000000,121.9437,0.05629999999999313
ERNUSDT,13.809,0.013809,13.84800000,13.836656999999999,0.01134300000000188
QNTUSDT,359.0,0.359,360.60000000,359.41929999999996,1.1807000000000585
XTZDOWNUSDT,5.151,0.005151,5.17200000,5.161322999999999,0.01067700000000027
NEARUSDT,8.96,0.00896,8.97700000,8.964924,0.01207600000000042
YFIIUSDT,4793.0,4.793,4803.00000000,4800.594,2.405999999999949
QNTUSDT,359.0,0.359,359.60000000,359.118,0.48200000000002774
MLNUSDT,121.7,0.1217,122.10000000,121.9438,0.15619999999999834
FIROUSDT,7.609,0.007609,7.64000000,7.624249,0.01575099999999985
NEARUSDT,8.96,0.00896,8.98800000,8.973944,0.014056000000000068
SFPUSDT,1.1903,0.0011903,1.20310000,1.1926934,0.010406600000000044
OMGUSDT,9.061,0.009061,9.09200000,9.079153,0.012847000000000719
LINKUSDT,28.46,0.02846,28.53000000,28.51699,0.013010000000001298
YFIDOWNUSDT,1.0222,0.0010222,1.03610000,1.0242583,0.011841699999999955
BTCSTUSDT,19.07,0.01907,19.00000000,18.987949999999998,0.012050000000002115
CTSIUSDT,0.673,0.000673,0.68470000,0.6743577000000001,0.010342299999999915
DCRUSDT,141.2,0.1412,141.50000000,141.4827,0.017300000000005866
MLNUSDT,121.7,0.1217,123.10000000,121.7446,1.3553999999999888
XVSUSDT,31.9,0.0319,31.98000000,31.96388,0.0161200000000008
NEARUSDT,8.96,0.00896,8.98700000,8.974944,0.0120559999999994
BTCSTUSDT,19.07,0.01907,19.10000000,19.0381,0.0619000000000014
ZENUSDT,94.79,0.09479,94.99000000,94.96977,0.020229999999997972
DODOUSDT,1.51,0.00151,1.52600000,1.513036,0.012963999999999976
DEGOUSDT,8.78,0.00878,8.81000000,8.79759,0.01241000000000092
QNTUSDT,359.0,0.359,359.80000000,359.7188,0.08120000000002392
AUDIOUSDT,2.744,0.002744,2.76000000,2.7495040000000004,0.010495999999999395
XTZDOWNUSDT,5.151,0.005151,5.17800000,5.159327,0.018672999999999718
LINKUSDT,28.46,0.02846,28.52000000,28.50697,0.013030000000000541
FARMUSDT,206.6,0.2066,207.40000000,207.01399999999998,0.3860000000000241
BTCSTUSDT,19.07,0.01907,19.07000000,19.03807,0.031929999999999126
TORNUSDT,68.73,0.06873,68.89000000,68.86762,0.02237999999999829
LINKUPUSDT,2.1536,0.0021536,2.17050000,2.1570232,0.013476800000000289
WINGUSDT,20.74,0.0207399999999999,20.80000000,20.78154,0.01846000000000103
BADGERUSDT,22.26,0.02226,22.31000000,22.29456,0.015439999999998122
ACMUSDT,10.586,0.010586,10.62300000,10.607209000000001,0.015790999999998334
CFXUSDT,0.6181,0.0006181,0.62980000,0.6193479,0.010452100000000075
LSKUSDT,3.589,0.003589,3.60700000,3.596196,0.010804000000000258
FARMUSDT,206.6,0.2066,207.20000000,207.0138,0.18619999999998527
JUVUSDT,12.71,0.01271,12.75000000,12.735460000000002,0.014539999999998443
MASKUSDT,11.664,0.011664,11.70500000,11.687369,0.01763099999999973
BADGERUSDT,22.26,0.02226,22.31000000,22.29456,0.015439999999998122
FARMUSDT,206.6,0.2066,207.20000000,206.8136,0.38639999999998054
ZENUSDT,94.79,0.09479,94.88000000,94.81951,0.06049000000000149
FARMUSDT,206.6,0.2066,206.30000000,206.21210000000002,0.08789999999999054
JUVUSDT,12.71,0.01271,12.75000000,12.725449999999999,0.024550000000001404
JUVUSDT,12.71,0.01271,12.75000000,12.725449999999999,0.024550000000001404
ERNUSDT,13.809,0.013809,13.72900000,13.702404000000001,0.026595999999997844
ERNUSDT,13.809,0.013809,13.77600000,13.756504999999999,0.019495000000000928
LUNAUSDT,35.66,0.03566,35.75000000,35.73141,0.018590000000003215
MASKUSDT,11.664,0.011664,11.67600000,11.660313,0.015686999999999784
ERNUSDT,13.809,0.013809,13.81400000,13.80359,0.010410000000000252
LINKUSDT,28.46,0.02846,28.51000000,28.48694,0.02306000000000097
BONDUSDT,25.61,0.02561,25.73000000,25.66134,0.06866000000000128
LINKUPUSDT,2.1536,0.0021536,2.16490000,2.1526132,0.012286800000000042
WAVESUSDT,28.89,0.02889,28.97000000,28.947860000000002,0.022139999999996718
DYDXUSDT,15.322,0.0153219999999999,15.39100000,15.352713,0.038287000000000404
MASKUSDT,11.664,0.011664,11.69200000,11.678346999999999,0.01365300000000147
FTTUSDT,63.13,0.06313,63.28000000,63.25641,0.023589999999998668
LUNAUSDT,35.66,0.03566,35.76000000,35.72141,0.038589999999999236
QNTUSDT,359.0,0.359,359.20000000,358.9174,0.2826000000000022
BADGERUSDT,22.26,0.02226,22.32000000,22.30458,0.015419999999998879
WINGUSDT,20.74,0.0207399999999999,20.78000000,20.75149,0.0285100000000007
SNXUSDT,12.557,0.012557,12.59400000,12.580149,0.013850999999998947
CTKUSDT,2.132,0.002132,2.14700000,2.136279,0.010720999999999759
FTTUSDT,63.13,0.06313,63.26000000,63.246379999999995,0.013620000000003074
XRPUPUSDT,5.6109,0.0056109,5.63370000,5.6221446,0.011555399999999771
XTZUSDT,6.421,0.006421,6.44500000,6.433866,0.0111340000000002
1INCHUSDT,3.124,0.003124,3.14100000,3.130265,0.010734999999999939
MASKUSDT,11.664,0.011664,11.71900000,11.685381000000001,0.03361899999999807
LUNAUSDT,35.66,0.03566,35.75000000,35.73141,0.018590000000003215
SRMUSDT,10.443,0.010443,10.46700000,10.455902,0.011098000000000496
ZENUSDT,94.79,0.09479,95.14000000,94.97993000000001,0.1600699999999904
BTCSTUSDT,19.07,0.01907,19.12000000,19.10819,0.011810000000000542
CFXUSDT,0.6181,0.0006181,0.63180000,0.6191497,0.012650300000000003
SNXUSDT,12.557,0.012557,12.60200000,12.582159,0.019840999999999553
BADGERUSDT,22.26,0.02226,22.32000000,22.30458,0.015419999999998879
OGNUSDT,1.0604,0.0010604,1.07390000,1.0625343,0.011365700000000034
MASKUSDT,11.664,0.011664,11.68400000,11.671332,0.01266799999999968
LUNAUSDT,35.66,0.03566,35.76000000,35.73142,0.02857999999999805
MASKUSDT,11.664,0.011664,11.70800000,11.687372,0.020628000000000313
PSGUSDT,30.0,0.03,30.09000000,30.06009,0.02991000000000099
MASKUSDT,11.664,0.011664,11.68500000,11.670332,0.014668000000000347
DYDXUSDT,15.322,0.0153219999999999,15.37600000,15.351697,0.02430299999999974
BTCUPUSDT,88.5,0.0885,88.72700000,88.677227,0.049773000000001844
ZENUSDT,94.79,0.09479,95.00000000,94.95976999999999,0.040230000000008204
BADGERUSDT,22.26,0.02226,22.33000000,22.29458,0.03541999999999845
PNTUSDT,1.1578,0.0011578,1.17800000,1.1601358,0.017864199999999997
SOLUSDT,161.66,0.16166,162.06000000,161.98372,0.07627999999999702
RAYUSDT,12.963,0.0129629999999999,12.99900000,12.988961999999999,0.010038000000001546
MASKUSDT,11.664,0.011664,11.70300000,11.685365000000001,0.017634999999998513
BTCUSDT,48176.69,48.17669,48280.09000000,48273.14678,6.943219999993744
QNTUSDT,359.0,0.359,360.90000000,359.2194,1.68059999999997
WINGUSDT,20.74,0.0207399999999999,20.82000000,20.751530000000002,0.06846999999999781
BNBUPUSDT,361.13,0.36113,361.90000000,361.85303,0.04696999999998752
QNTUSDT,359.0,0.359,360.90000000,359.7199,1.1800999999999817
SRMUSDT,10.443,0.010443,10.47300000,10.461914,0.011086000000000595
BARUSDT,18.12,0.01812,18.17000000,18.156290000000002,0.013709999999999667
SNXUSDT,12.557,0.012557,12.59000000,12.578143,0.011856999999999118
MASKUSDT,11.664,0.011664,11.69900000,11.685361,0.013638999999999513
LUNAUSDT,35.66,0.03566,35.77000000,35.72142,0.04858000000000118
XVSUSDT,31.9,0.0319,31.99000000,31.95388,0.03611999999999682
FIROUSDT,7.609,0.007609,7.64000000,7.616241,0.023759000000000086
ANTUSDT,6.494,0.006494,6.52200000,6.507016,0.014984000000000108
AAVEUSDT,355.1,0.3551,355.90000000,355.81100000000004,0.08899999999994179
OMUSDT,0.3069,0.0003069,0.31910000,0.307526,0.011573999999999973
LUNAUSDT,35.66,0.03566,35.75000000,35.73141,0.018590000000003215
WNXMUSDT,73.0,0.073,73.16000000,73.14616,0.01384000000000185
XMRUSDT,273.8,0.2738,274.50000000,274.3483,0.15170000000000528
BADGERUSDT,22.26,0.02226,22.31000000,22.29456,0.015439999999998122
DOTUPUSDT,11.766,0.011766,11.80200000,11.785564,0.016435999999998785
CELOUSDT,5.265,0.005265,5.29400000,5.275558999999999,0.01844100000000015
SXPUSDT,2.636,0.002636,2.65200000,2.6412880000000003,0.010711999999999833
RAYUSDT,12.963,0.0129629999999999,12.99600000,12.97995,0.016049999999999898
LUNAUSDT,35.66,0.03566,35.74000000,35.72139,0.018610000000002458
SRMUSDT,10.443,0.010443,10.47100000,10.460911,0.01008900000000068
DOTUPUSDT,11.766,0.011766,11.78800000,11.767532,0.02046800000000104
ORNUSDT,11.133,0.0111329999999999,11.16600000,11.155299,0.01070100000000096
ERNUSDT,13.809,0.013809,13.73900000,13.725437000000001,0.013562999999999548
ERNUSDT,13.809,0.013809,13.78000000,13.766519,0.013480999999998744
ORNUSDT,11.133,0.0111329999999999,11.16600000,11.143287,0.02271299999999954
ERNUSDT,13.809,0.013809,13.85600000,13.807635999999999,0.048364000000001184
XMRUSDT,273.8,0.2738,274.20000000,274.1478,0.052199999999970714
ERNUSDT,13.809,0.013809,13.80000000,13.786559,0.013441000000000258
DOTUSDT,34.24,0.03424,34.32000000,34.30856,0.011440000000000339
XVSUSDT,31.9,0.0319,31.98000000,31.96388,0.0161200000000008
ICPUSDT,58.24,0.05824,58.37000000,58.35661,0.013389999999994018
BANDUSDT,9.3,0.0093,9.32900000,9.318629000000001,0.010370999999999242
CLVUSDT,1.342,0.001342,1.35700000,1.344699,0.012300999999999895
ALICEUSDT,13.08,0.01308,13.12000000,13.1062,0.013799999999999812
BTCUSDT,48176.69,48.17669,48280.00000000,48268.452,11.548000000002503
RAYUSDT,12.963,0.0129629999999999,13.00000000,12.987962,0.012038000000000437
ATMUSDT,15.49,0.01549,15.54000000,15.52103,0.018969999999999487
INJUSDT,10.821,0.010821,10.86900000,10.84269,0.0263100000000005
ORNUSDT,11.133,0.0111329999999999,11.16800000,11.1543,0.013700000000000045
MASKUSDT,11.664,0.011664,11.73600000,11.685398000000001,0.05060199999999959
ICXUSDT,1.898,0.001898,1.91200000,1.90181,0.010189999999999921
ADAUPUSDT,166.624,0.166624,167.11500000,166.957739,0.15726100000000542
DYDXUSDT,15.322,0.0153219999999999,15.37500000,15.346691,0.02830900000000014
AAVEUPUSDT,1.2925,0.0012925,1.30560000,1.2950981,0.010501900000000175
BALUSDT,25.68,0.02568,25.76000000,25.73144,0.02856000000000236
ERNUSDT,13.809,0.013809,13.88000000,13.82768,0.05231999999999992
ADAUPUSDT,166.624,0.166624,167.12300000,166.815605,0.30739499999998543
DYDXUSDT,15.322,0.0153219999999999,15.36500000,15.351685999999999,0.013314000000001158
ARUSDT,49.99,0.04999,50.11000000,50.0901,0.019899999999999807
PERPUSDT,14.9,0.0149,14.94000000,14.92984,0.010159999999999059
NEOUSDT,49.62,0.04962,49.73000000,49.71935,0.010649999999998272
QNTUSDT,359.0,0.359,359.50000000,359.218,0.28199999999998226
LUNAUSDT,35.66,0.03566,35.74000000,35.72139,0.018610000000002458
UTKUSDT,0.4143,0.0004143,0.42530000,0.4151396,0.010160400000000014
EPSUSDT,0.6682,0.0006682,0.67980000,0.669548,0.010251999999999928
TRBUSDT,59.35,0.05935,59.50000000,59.46885,0.03114999999999668
PERPUSDT,14.9,0.0149,14.94000000,14.919830000000001,0.020169999999998467
DASHUSDT,200.5,0.2005,201.00000000,200.9015,0.09850000000000136
EGLDUSDT,242.66,0.24266,243.17000000,243.14583,0.024169999999998026
TRXUPUSDT,0.45275,0.00045275,0.46373000,0.45366648,0.010063519999999992
CLVUSDT,1.342,0.001342,1.35800000,1.3447,0.01330000000000009
DYDXUSDT,15.322,0.0153219999999999,15.38300000,15.3477,0.03529999999999944
ASRUSDT,8.326,0.008326,8.36700000,8.342693,0.0243070000000003
ARUSDT,49.99,0.04999,49.98000000,49.95984,0.02015999999999707
WNXMUSDT,73.0,0.073,73.13000000,72.64563,0.4843699999999984
UMAUSDT,11.377,0.011377,11.41900000,11.399796,0.01920400000000022
BNBUSDT,411.3,0.4113,412.20000000,412.12350000000004,0.07649999999995316
DYDXUSDT,15.322,0.0153219999999999,15.35000000,15.335655,0.014345000000000496
ARUSDT,49.99,0.04999,50.10000000,50.080079999999995,0.019920000000006155
LPTUSDT,18.84,0.01884,18.90000000,18.87774,0.02225999999999928
XVSUSDT,31.9,0.0319,31.95000000,31.93382,0.01617999999999853
AXSUSDT,66.32,0.0663199999999999,66.47000000,66.45279,0.01721000000000572
FTMUSDT,1.3272,0.0013272,1.34090000,1.3298680999999999,0.011031900000000094
ARUSDT,49.99,0.04999,50.08000000,50.05003,0.02996999999999872
UMAUSDT,11.377,0.011377,11.40800000,11.380766000000001,0.027233999999998204
OMUSDT,0.3069,0.0003069,0.31760000,0.3075245,0.010075500000000015
CLVUSDT,1.342,0.001342,1.35600000,1.343697,0.012303000000000175
MKRUSDT,2869.0,2.869,2876.00000000,2874.745,1.2550000000001091
MIRUSDT,3.715,0.003715,3.73400000,3.7224489999999997,0.011551000000000311
ATAUSDT,1.2197,0.0012197,1.23250000,1.2221522,0.010347799999999907
FORTHUSDT,15.43,0.01543,15.50000000,15.46093,0.039070000000000604
ARUSDT,49.99,0.04999,50.11000000,50.0901,0.019899999999999807
SRMUSDT,10.443,0.010443,10.46500000,10.451896,0.013104000000000227
ARUSDT,49.99,0.04999,50.10000000,50.080079999999995,0.019920000000006155
ALPACAUSDT,1.1191,0.0011191,1.13270000,1.1213518,0.01134820000000003
GNOUSDT,277.7,0.2777,278.30000000,278.256,0.04400000000003956
OGUSDT,10.126,0.010126,10.15800000,10.146284,0.011715999999999838
DOTUPUSDT,11.766,0.011766,11.80700000,11.773557,0.03344300000000011
JUVUSDT,12.71,0.01271,12.75000000,12.735460000000002,0.014539999999998443
WNXMUSDT,73.0,0.073,73.19000000,73.14619,0.043809999999993465
ALICEUSDT,13.08,0.01308,13.12000000,13.1062,0.013799999999999812
ICPUSDT,58.24,0.05824,58.35000000,58.33657,0.013429999999999609
CTSIUSDT,0.673,0.000673,0.68490000,0.6743579000000001,0.010542099999999888
RAYUSDT,12.963,0.0129629999999999,12.99900000,12.985959000000001,0.013040999999999414
STRAXUSDT,2.552,0.002552,2.57000000,2.557122,0.012877999999999723
JUVUSDT,12.71,0.01271,12.75000000,12.735460000000002,0.014539999999998443
ICPUSDT,58.24,0.05824,58.36000000,58.34659,0.013410000000000366
SOLUSDT,161.66,0.16166,161.97000000,161.90355000000002,0.06644999999997481
OGNUSDT,1.0604,0.0010604,1.06930000,1.0592264,0.010073599999999905
XMRUSDT,273.8,0.2738,274.60000000,274.2483,0.35170000000005075
BNBUSDT,411.3,0.4113,412.30000000,412.1236,0.176400000000001
RAYUSDT,12.963,0.0129629999999999,12.99600000,12.982953,0.013047000000000253
XTZUSDT,6.421,0.006421,6.44500000,6.42786,0.017140000000000377
LINKUPUSDT,2.1536,0.0021536,2.16680000,2.1556181,0.011181899999999967
SOLUSDT,161.66,0.16166,162.00000000,161.91359,0.08641000000000076
RAYUSDT,12.963,0.0129629999999999,12.99900000,12.987961,0.011039000000000243
UMAUSDT,11.377,0.011377,11.45300000,11.398829,0.05417100000000019
MIRUSDT,3.715,0.003715,3.73600000,3.72145,0.014550000000000285
UMAUSDT,11.377,0.011377,11.33900000,11.309626000000002,0.0293739999999989
IDEXUSDT,0.44416,0.00044416,0.45600000,0.44506016,0.010939840000000034
ICPUSDT,58.24,0.05824,58.35000000,58.33657,0.013429999999999609
DEXEUSDT,13.58,0.01358,13.63000000,13.60721,0.022790000000000532
XTZUSDT,6.421,0.006421,6.44500000,6.433866,0.0111340000000002
PSGUSDT,30.0,0.03,30.10000000,30.050089999999997,0.04991000000000412
WNXMUSDT,73.0,0.073,73.33000000,73.14633,0.18366999999999223
ASRUSDT,8.326,0.008326,8.34900000,8.314647,0.03435299999999941
XRPUPUSDT,5.6109,0.0056109,5.63000000,5.6183371,0.011662900000000143
BNBUSDT,411.3,0.4113,412.20000000,412.12350000000004,0.07649999999995316
ALICEUSDT,13.08,0.01308,13.12000000,13.1062,0.013799999999999812
ZECUSDT,140.5,0.1405,140.80000000,140.7813,0.01870000000002392
FTMUSDT,1.3272,0.0013272,1.33890000,1.3283646,0.010535399999999973
LPTUSDT,18.84,0.01884,18.83000000,18.8076,0.022399999999997533
WRXUSDT,1.262,0.001262,1.27700000,1.264539,0.012460999999999833
ORNUSDT,11.133,0.0111329999999999,11.15700000,11.146281,0.010718999999999923
XLMDOWNUSDT,8.49,0.00849,8.51600000,8.503002,0.012997999999999621
NANOUSDT,5.618,0.005618,5.64000000,5.629258,0.010741999999999585
ZECUSDT,140.5,0.1405,140.80000000,140.7813,0.01870000000002392
LPTUSDT,18.84,0.01884,18.88000000,18.86771,0.012290000000000134
ASRUSDT,8.326,0.008326,8.35700000,8.32967,0.02732999999999919
RAYUSDT,12.963,0.0129629999999999,13.00700000,12.984966,0.022033999999999665
