coin,trading,isLegalMoney,trade_fee,trade_symbol,profit,gained,times_it_sold,coin_status,initial_buy_price,initial_buy_cost,updated_price,out_price,estimated_cost,rebought_at,rebuy_cost
ALPHA,True,False,"[{'symbol': 'ALPHAUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",ALPHAUSDT,-0.2284733000000001,0.0,0,initialized,1.0999,0.0010999,0.8734,0.0008734,1.1018733,,
SXP,True,False,"[{'symbol': 'SXPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",SXPUSDT,-0.518758,0.010711999999999833,1,rebought,2.636,0.002636,2.122,0.0021219999999999998,2.640758,2.636,0.0026360000000000003
HBAR,True,False,"[{'symbol': 'HBARUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",HBARUSDT,-0.10064450000000003,0.0,0,initialized,0.4222,0.0004222,0.3223,0.0003223,0.4229445,,
RVN,True,False,"[{'symbol': 'RVNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",RVNUSDT,-0.02057681,0.0,0,initialized,0.11359,0.00011359,0.09322,9.322e-05,0.11379681,,
MLN,True,False,"[{'symbol': 'MLNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",MLNUSDT,-17.126299999999986,1.5678999999999803,3,rebought,121.7,0.1217,104.7,0.1047,121.82629999999999,121.6,0.1216
NANO,True,False,"[{'symbol': 'NANOUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",NANOUSDT,-0.5418479999999999,0.05995899999999921,4,rebought,5.618,0.005618,4.658,0.004658000000000001,5.199848,5.19,0.00519
CTSI,True,False,"[{'symbol': 'CTSIUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",CTSIUSDT,-0.06536180000000003,0.032026099999999724,3,rebought,0.673,0.000673,0.5488,0.0005488,0.6141618,0.613,0.000613
KAVA,True,False,"[{'symbol': 'KAVAUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",KAVAUSDT,-1.2152920000000007,0.0,0,initialized,6.248,0.006248,5.044,0.005044,6.259292,,
C98,True,False,"[{'symbol': 'C98USDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",C98USDT,-0.9444050000000006,0.0,0,initialized,4.171,0.004171,3.234,0.003234,4.178405000000001,,
PSG,True,False,"[{'symbol': 'PSGUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",PSGUSDT,-4.5654900000000005,0.07982000000000511,2,rebought,30.0,0.03,25.49,0.02549,30.05549,30.0,0.03
VIDT,True,False,"[{'symbol': 'VIDTUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",VIDTUSDT,-0.17922749999999998,0.010078200000000037,1,rebought,0.9549,0.0009549,0.775,0.0007750000000000001,0.9542275,0.9525,0.0009525
AVA,True,False,"[{'symbol': 'AVAUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",AVAUSDT,-0.6494590000000002,0.0,0,initialized,3.551,0.003551,2.908,0.002908,3.557459,,
COCOS,True,False,"[{'symbol': 'COCOSUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",COCOSUSDT,-0.13141009999999997,0.0,0,initialized,0.7201,0.0007201,0.59,0.00059,0.7214100999999999,,
STRAX,True,False,"[{'symbol': 'STRAXUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",STRAXUSDT,-0.542564,0.02675499999999964,2,rebought,2.552,0.002552,2.013,0.002013,2.555564,2.551,0.0025510000000000003
EOSUP,True,False,"[{'symbol': 'EOSUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",EOSUPUSDT,-0.5135356999999999,0.0,0,initialized,1.1737,0.0011737,0.662,0.000662,1.1755357,,
THETA,True,False,"[{'symbol': 'THETAUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",THETAUSDT,-1.3143849999999997,0.0,0,initialized,6.344,0.006344,5.041,0.005041,6.355385,,
AAVEDOWN,True,False,"[{'symbol': 'AAVEDOWNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",AAVEDOWNUSDT,0.004293044,0.0,0,initialized,0.007322,7.322e-06,0.011634,1.1634e-05,0.007340956,,
BCHUP,True,False,"[{'symbol': 'BCHUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",BCHUPUSDT,-0.13779209999999997,0.0,0,initialized,0.4146,0.0004146,0.2775,0.0002775,0.4152921,,
WAN,True,False,"[{'symbol': 'WANUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",WANUSDT,-0.15571279999999998,0.0,0,initialized,0.9334,0.0009334,0.7794,0.0007794,0.9351128,,
ORN,True,False,"[{'symbol': 'ORNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",ORNUSDT,-2.794470999999998,0.05783300000000047,4,rebought,11.133,0.0111329999999999,8.348,0.008348000000000001,11.142470999999999,11.123,0.011123
PERL,True,False,"[{'symbol': 'PERLUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",PERLUSDT,-0.010705949999999992,0.0,0,initialized,0.09324,9.324e-05,0.08271,8.271000000000001e-05,0.09341595,,
XLMDOWN,True,False,"[{'symbol': 'XLMDOWNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",XLMDOWNUSDT,0.012997999999999621,0.032969999999998834,2,sold,8.49,0.00849,12.382,0.012382,8.503002,8.486,0.008486
MASK,True,False,"[{'symbol': 'MASKUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",MASKUSDT,-2.4249019999999994,0.3026489999999935,15,rebought,11.664,0.011664,9.249,0.009249,11.673902,11.653,0.011653
AAVE,True,False,"[{'symbol': 'AAVEUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",AAVEUSDT,-62.24860000000001,0.08899999999994179,1,rebought,355.1,0.3551,293.5,0.2935,355.7486,355.1,0.3551
PERP,True,False,"[{'symbol': 'PERPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",PERPUSDT,-2.237590000000001,0.25198999999999216,12,rebought,14.9,0.0149,12.69,0.01269,14.92759,14.9,0.0149
1INCHUP,True,False,"[{'symbol': '1INCHUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",1INCHUPUSDT,-0.019313645999999997,0.0,0,initialized,0.051438,5.1438e-05,0.032208,3.2208e-05,0.051521646,,
SXPUP,True,False,"[{'symbol': 'SXPUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",SXPUPUSDT,-0.15285773,0.0,0,initialized,0.37,0.00037,0.21773,0.00021773000000000002,0.37058773,,
YFIDOWN,True,False,"[{'symbol': 'YFIDOWNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",YFIDOWNUSDT,0.014143199999999911,0.011841699999999955,2,sold,1.0222,0.0010222,1.3919,0.0013919,1.0223568,1.0203,0.0010203
BOND,True,False,"[{'symbol': 'BONDUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",BONDUSDT,-3.877329999999997,1.0225200000000036,14,rebought,25.61,0.02561,21.75,0.021750000000000002,25.627329999999997,25.58,0.02558
YFI,True,False,"[{'symbol': 'YFIUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",YFIUSDT,-4964.430510000006,0.0,0,initialized,33731.19,33.731190000000005,28829.32,28.82932,33793.750510000005,,
XEC,True,False,"[{'symbol': 'XECUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",XECUSDT,-2.7166750000000002e-05,0.0,0,initialized,0.00023174,2.3174e-07,0.00020501,2.0501e-07,0.00023217675,,
AXS,True,False,"[{'symbol': 'AXSUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",AXSUSDT,-12.899859999999997,0.01721000000000572,1,rebought,66.32,0.0663199999999999,53.54,0.05354,66.43986,66.32,0.06631999999999999
ZIL,True,False,"[{'symbol': 'ZILUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",ZILUSDT,-0.021874059999999987,0.0,0,initialized,0.10787,0.00010787,0.08619,8.619e-05,0.10806405999999999,,
XEM,True,False,"[{'symbol': 'XEMUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",XEMUSDT,-0.03193660000000001,0.0,0,initialized,0.1841,0.0001841,0.1525,0.0001525,0.1844366,,
CTXC,True,False,"[{'symbol': 'CTXCUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",CTXCUSDT,-0.0671767,0.0,0,initialized,0.2717,0.0002717,0.205,0.000205,0.2721767,,
XTZUP,True,False,"[{'symbol': 'XTZUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",XTZUPUSDT,-0.03789762999999999,0.0,0,initialized,0.09269,9.269e-05,0.05494,5.4940000000000006e-05,0.09283762999999999,,
AAVEUP,True,False,"[{'symbol': 'AAVEUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",AAVEUPUSDT,-0.4633168,0.010501900000000175,1,rebought,1.2925,0.0012925,0.8278,0.0008278,1.2911168,1.289,0.001289
SUSHIDOWN,True,False,"[{'symbol': 'SUSHIDOWNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",SUSHIDOWNUSDT,0.00022841099999999992,0.0,0,initialized,0.0003798,3.798e-07,0.0006092,6.091999999999999e-07,0.00038078900000000003,,
COMP,True,False,"[{'symbol': 'COMPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",COMPUSDT,-60.14420000000001,0.0,0,initialized,401.8,0.4018,342.4,0.3424,402.5442,,
RUNE,True,False,"[{'symbol': 'RUNEUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",RUNEUSDT,-2.4862509999999993,0.0,0,initialized,9.86,0.0098599999999999,7.391,0.007391,9.877251,,
FORTH,True,False,"[{'symbol': 'FORTHUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",FORTHUSDT,-2.3478600000000007,0.21619000000000277,5,rebought,15.43,0.01543,12.77,0.01277,15.11786,15.09,0.015090000000000001
KMD,True,False,"[{'symbol': 'KMDUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",KMDUSDT,-0.19645389999999996,0.0,0,initialized,1.0742,0.0010742,0.8797,0.0008797000000000001,1.0761539,,
GHST,True,False,"[{'symbol': 'GHSTUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",GHSTUSDT,-0.06435499999999994,0.16569000000000078,10,rebought,1.708,0.001708,1.647,0.001647,1.711355,1.708,0.001708
IDEX,True,False,"[{'symbol': 'IDEXUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",IDEXUSDT,-0.09499180000000002,0.010939840000000034,1,rebought,0.44416,0.00044416,0.3488,0.0003488,0.4437918,0.443,0.00044300000000000003
BNBDOWN,True,False,"[{'symbol': 'BNBDOWNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",BNBDOWNUSDT,0.039636000000000005,0.010465200000000008,2,sold,0.3618,0.0003618,0.4759,0.0004759,0.362564,0.3618,0.0003618
DEXE,True,False,"[{'symbol': 'DEXEUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",DEXEUSDT,-0.6864399999999993,0.8302399999999981,25,rebought,13.58,0.01358,12.89,0.01289,13.57644,13.55,0.013550000000000001
AVAX,True,False,"[{'symbol': 'AVAXUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",AVAXUSDT,-9.68358,0.8010099999999767,12,rebought,70.29,0.07029,57.01,0.05701,66.69358,66.57,0.06656999999999999
KNC,True,False,"[{'symbol': 'KNCUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",KNCUSDT,-0.32726599999999983,0.0,0,initialized,1.795,0.001795,1.471,0.001471,1.798266,,
BTCUP,True,False,"[{'symbol': 'BTCUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",BTCUPUSDT,-22.861283000000014,0.049773000000001844,1,rebought,88.5,0.0885,65.788,0.065788,88.64928300000001,88.495,0.088495
LPT,True,False,"[{'symbol': 'LPTUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",LPTUSDT,-2.45524,0.06923999999999708,4,rebought,18.84,0.01884,16.41,0.01641,18.86524,18.83,0.01883
HIVE,True,False,"[{'symbol': 'HIVEUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",HIVEUSDT,-0.15264429999999996,0.0,0,initialized,0.7478,0.0007478,0.5965,0.0005965,0.7491443,,
WAXP,True,False,"[{'symbol': 'WAXPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",WAXPUSDT,-0.05860589999999988,0.0,0,initialized,0.282,0.0002819999999999,0.2239,0.0002239,0.28250589999999987,,
YFIUP,True,False,"[{'symbol': 'YFIUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",YFIUPUSDT,-0.08874389999999999,0.0,0,initialized,0.2661,0.0002661,0.1778,0.0001778,0.2665439,,
FET,True,False,"[{'symbol': 'FETUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",FETUSDT,-0.18336070000000004,0.0,0,initialized,0.8213,0.0008213,0.6394,0.0006393999999999999,0.8227607,,
LRC,True,False,"[{'symbol': 'LRCUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",LRCUSDT,-0.06696350000000001,0.0,0,initialized,0.4648,0.0004648,0.3987,0.0003987,0.4656635,,
MTL,True,False,"[{'symbol': 'MTLUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",MTLUSDT,-0.3492709999999999,0.11327900000000035,7,rebought,3.684,0.003684,2.964,0.002964,3.313271,3.307,0.003307
VET,True,False,"[{'symbol': 'VETUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",VETUSDT,-0.02258365999999999,0.0,0,initialized,0.11302,0.00011302,0.09064,9.064e-05,0.11322365999999999,,
ALPACA,True,False,"[{'symbol': 'ALPACAUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",ALPACAUSDT,-0.21082940000000006,0.01134820000000003,1,rebought,1.1191,0.0011191,0.9103,0.0009103000000000001,1.1211294,1.1191,0.0011191
OXT,True,False,"[{'symbol': 'OXTUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",OXTUSDT,-0.06409760000000003,0.010927099999999967,1,rebought,0.3806,0.0003806,0.3171,0.0003171,0.3811976,0.3805,0.00038050000000000003
USDP,True,False,"[{'symbol': 'USDPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",USDPUSDT,-0.0019001000000000712,0.0,0,initialized,1.0,0.001,1.0001,0.0010001,1.0020001,,
DASH,True,False,"[{'symbol': 'DASHUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",DASHUSDT,-27.274100000000004,0.09850000000000136,1,rebought,200.5,0.2005,173.6,0.1736,200.8741,200.5,0.2005
BTCST,True,False,"[{'symbol': 'BTCSTUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",BTCSTUSDT,-3.5146599999999992,0.1913000000000018,6,rebought,19.07,0.01907,15.59,0.01559,19.10466,19.07,0.01907
LSK,True,False,"[{'symbol': 'LSKUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",LSKUSDT,-0.47243400000000024,0.047234000000000886,4,rebought,3.589,0.003589,2.984,0.002984,3.4564340000000002,3.45,0.0034500000000000004
KEEP,True,False,"[{'symbol': 'KEEPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",KEEPUSDT,-0.10205220000000004,0.0,0,initialized,0.4767,0.0004767,0.3755,0.0003755,0.47755220000000004,,
BEAM,True,False,"[{'symbol': 'BEAMUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",BEAMUSDT,-0.13488599999999995,0.0,0,initialized,0.7098,0.0007098,0.5762,0.0005762,0.711086,,
DCR,True,False,"[{'symbol': 'DCRUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",DCRUSDT,-18.664,0.13450000000000273,2,rebought,141.2,0.1412,122.8,0.1228,141.464,141.2,0.1412
DATA,True,False,"[{'symbol': 'DATAUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",DATAUSDT,-0.02533249999999998,0.010111760000000108,1,rebought,0.13892,0.0001389199999999,0.11371,0.00011371000000000001,0.13904249999999999,0.13879,0.00013879
FILUP,True,False,"[{'symbol': 'FILUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",FILUPUSDT,-0.8799838999999996,0.03645440000000022,2,rebought,2.78,0.00278,1.9043,0.0019043,2.7842838999999997,2.7796,0.0027795999999999997
UNIUP,True,False,"[{'symbol': 'UNIUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",UNIUPUSDT,-1.6148350000000002,0.0,0,initialized,4.721,0.004721,3.114,0.003114,4.728835,,
LTC,True,False,"[{'symbol': 'LTCUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",LTCUSDT,-26.736199999999997,0.0,0,initialized,181.3,0.1813,154.9,0.1549,181.6362,,
USDC,True,False,"[{'symbol': 'USDCUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",USDCUSDT,-0.0016001999999999406,0.0,0,initialized,0.9999,0.0009999,1.0003,0.0010003,1.0019002,,
WIN,True,False,"[{'symbol': 'WINUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",WINUSDT,-8.363710000000005e-05,0.0,0,initialized,0.0005099,5.099e-07,0.0004272,4.2719999999999996e-07,0.0005108371,,
LTCUP,True,False,"[{'symbol': 'LTCUPUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",LTCUPUSDT,-1.4901630000000008,0.0,0,initialized,4.323,0.004323,2.84,0.00284,4.330163000000001,,
INJ,True,False,"[{'symbol': 'INJUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",INJUSDT,-1.4268419999999988,0.05142099999999772,3,rebought,10.821,0.010821,8.717,0.008717,10.143842,10.125,0.010125
TCT,True,False,"[{'symbol': 'TCTUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",TCTUSDT,-0.006903639999999996,0.0,0,initialized,0.03524,3.524e-05,0.0284,2.8400000000000003e-05,0.03530364,,
LTO,True,False,"[{'symbol': 'LTOUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",LTOUSDT,-0.05153940000000004,0.010298300000000038,1,rebought,0.2954,0.0002954,0.2442,0.0002442,0.29573940000000004,0.2952,0.0002952
TRIBE,True,False,"[{'symbol': 'TRIBEUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",TRIBEUSDT,0.012510000000000021,0.0,1,sold,0.6381,0.0006381,0.6499,0.0006499,0.63939,,
DYDX,True,False,"[{'symbol': 'DYDXUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",DYDXUSDT,-3.4402089999999994,0.15385800000000138,6,rebought,15.322,0.0153219999999999,11.898,0.011898,15.338208999999999,15.311,0.015311
POND,True,False,"[{'symbol': 'PONDUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",PONDUSDT,-0.027022670000000013,0.0,0,initialized,0.10975,0.00010975,0.08292,8.292e-05,0.10994267,,
LINA,True,False,"[{'symbol': 'LINAUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",LINAUSDT,-0.010056410000000002,0.0,0,initialized,0.04819,4.819e-05,0.03822,3.8219999999999997e-05,0.04827641,,
XLM,True,False,"[{'symbol': 'XLMUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",XLMUSDT,-0.04989769999999999,0.0,0,initialized,0.3235,0.0003235,0.2742,0.0002742,0.3240977,,
LINK,True,False,"[{'symbol': 'LINKUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",LINKUSDT,-4.942029999999999,0.062110000000004106,4,rebought,28.46,0.02846,23.57,0.02357,28.51203,28.46,0.028460000000000003
QTUM,True,False,"[{'symbol': 'QTUMUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",QTUMUSDT,-2.402665999999998,0.0,0,initialized,12.523,0.012523,10.143,0.010143000000000001,12.545665999999999,,
FILDOWN,True,False,"[{'symbol': 'FILDOWNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",FILDOWNUSDT,0.00019953720000000002,0.0,0,initialized,0.000531,5.31e-07,0.0007318,7.318e-07,0.0005322628,,
SUPER,True,False,"[{'symbol': 'SUPERUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",SUPERUSDT,-0.10999599999999987,0.03154009999999996,3,rebought,0.8207,0.0008207,0.6437,0.0006437000000000001,0.7536959999999999,0.7523,0.0007523
POLS,True,False,"[{'symbol': 'POLSUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",POLSUSDT,-0.3252919999999999,0.0,0,initialized,1.807,0.001807,1.485,0.0014850000000000002,1.810292,,
KSM,True,False,"[{'symbol': 'KSMUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",KSMUSDT,-84.84910000000002,0.0,0,initialized,416.6,0.4166,332.5,0.3325,417.3491,,
FIL,True,False,"[{'symbol': 'FILUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",FILUSDT,-12.056639999999987,0.1064100000000252,5,rebought,84.27,0.08427,72.37,0.07237,84.42663999999999,84.27,0.08427
POLY,True,False,"[{'symbol': 'POLYUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",POLYUSDT,-0.15005119999999994,0.0,0,initialized,0.7,0.0007,0.5512,0.0005512000000000001,0.7012512,,
STMX,True,False,"[{'symbol': 'STMXUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",STMXUSDT,-0.007012210000000001,0.0,0,initialized,0.03458,3.458e-05,0.02763,2.7629999999999998e-05,0.03464221,,
BAL,True,False,"[{'symbol': 'BALUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",BALUSDT,-4.686700000000002,0.02856000000000236,1,rebought,25.68,0.02568,21.03,0.02103,25.716700000000003,25.67,0.025670000000000002
FIO,True,False,"[{'symbol': 'FIOUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",FIOUSDT,-0.04410509999999998,0.0,0,initialized,0.2244,0.0002244,0.1807,0.0001807,0.22480509999999998,,
GALA,True,False,"[{'symbol': 'GALAUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",GALAUSDT,-0.03552205,0.0,0,initialized,0.12368,0.00012368,0.08837,8.837000000000001e-05,0.12389205,,
FIS,True,False,"[{'symbol': 'FISUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",FISUSDT,-0.3342339999999999,0.01001059999999998,1,rebought,1.8878,0.0018878,1.5516,0.0015516000000000002,1.885834,1.8824,0.0018824000000000002
BAR,True,False,"[{'symbol': 'BARUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",BARUSDT,-1.1133400000000009,0.1410299999999971,3,rebought,18.12,0.01812,16.13,0.01613,17.24334,17.21,0.01721
BAT,True,False,"[{'symbol': 'BATUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",BATUSDT,-0.11248910000000001,0.0,0,initialized,0.7501,0.0007501,0.639,0.000639,0.7514891,,
AKRO,True,False,"[{'symbol': 'AKROUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",AKROUSDT,-0.004790620000000002,0.0,0,initialized,0.02768,2.768e-05,0.02294,2.294e-05,0.02773062,,
XMR,True,False,"[{'symbol': 'XMRUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",XMRUSDT,-45.60210000000001,0.6076000000000477,4,rebought,273.8,0.2738,228.5,0.2285,274.1021,273.6,0.2736
1INCHDOWN,True,False,"[{'symbol': '1INCHDOWNUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",1INCHDOWNUSDT,0.013865999999999996,0.0,1,sold,0.06,6e-05,0.08997,8.997e-05,0.060134,,
COTI,True,False,"[{'symbol': 'COTIUSDT', 'makerCommission': '0.001', 'takerCommission': '0.001'}]",COTIUSDT,-0.10050959999999998,0.0,0,initialized,0.4047,0.0004047,0.3049,0.0003049,0.4054096,,
